#sample	superpop	population
NA20316	AFR	ASW
NA20317	AFR	ASW
NA20318	AFR	ASW
NA20319	AFR	ASW
NA20320	AFR	ASW
NA20321	AFR	ASW
NA20322	AFR	ASW
NA20332	AFR	ASW
NA20333	AFR	ASW
NA20334	AFR	ASW
NA20335	AFR	ASW
NA20336	AFR	ASW
NA20337	AFR	ASW
NA20339	AFR	ASW
NA20340	AFR	ASW
NA20341	AFR	ASW
NA20342	AFR	ASW
NA20343	AFR	ASW
NA20344	AFR	ASW
NA20345	AFR	ASW
NA20346	AFR	ASW
NA20347	AFR	ASW
NA20348	AFR	ASW
NA20349	AFR	ASW
NA20350	AFR	ASW
NA20351	AFR	ASW
NA20355	AFR	ASW
NA20356	AFR	ASW
NA20357	AFR	ASW
NA20358	AFR	ASW
NA20359	AFR	ASW
NA20360	AFR	ASW
NA20361	AFR	ASW
NA20362	AFR	ASW
NA20363	AFR	ASW
NA20364	AFR	ASW
NA20412	AFR	ASW
NA20413	AFR	ASW
NA20414	AFR	ASW
NA20502	EUR	TSI
NA20503	EUR	TSI
NA20504	EUR	TSI
NA20505	EUR	TSI
NA20506	EUR	TSI
NA20507	EUR	TSI
NA20508	EUR	TSI
NA20509	EUR	TSI
NA20510	EUR	TSI
NA20511	EUR	TSI
NA20512	EUR	TSI
NA20513	EUR	TSI
NA20514	EUR	TSI
NA20515	EUR	TSI
NA20516	EUR	TSI
NA20517	EUR	TSI
NA20518	EUR	TSI
NA20519	EUR	TSI
NA20520	EUR	TSI
NA20521	EUR	TSI
NA20522	EUR	TSI
NA20524	EUR	TSI
NA20525	EUR	TSI
NA20526	EUR	TSI
NA20527	EUR	TSI
NA20528	EUR	TSI
NA20529	EUR	TSI
NA20530	EUR	TSI
NA20531	EUR	TSI
NA20532	EUR	TSI
NA20533	EUR	TSI
NA20534	EUR	TSI
NA20535	EUR	TSI
NA20536	EUR	TSI
NA20537	EUR	TSI
NA20538	EUR	TSI
NA20539	EUR	TSI
NA20540	EUR	TSI
NA20541	EUR	TSI
NA20542	EUR	TSI
NA20543	EUR	TSI
NA20544	EUR	TSI
NA20581	EUR	TSI
NA20582	EUR	TSI
NA20585	EUR	TSI
NA20586	EUR	TSI
NA20587	EUR	TSI
NA20588	EUR	TSI
NA20589	EUR	TSI
NA20752	EUR	TSI
NA20753	EUR	TSI
NA20754	EUR	TSI
NA20755	EUR	TSI
NA20756	EUR	TSI
NA20757	EUR	TSI
NA20758	EUR	TSI
NA20759	EUR	TSI
NA20760	EUR	TSI
NA20761	EUR	TSI
NA20762	EUR	TSI
NA20763	EUR	TSI
NA20764	EUR	TSI
NA20765	EUR	TSI
NA20766	EUR	TSI
NA20767	EUR	TSI
NA20768	EUR	TSI
NA20769	EUR	TSI
NA20770	EUR	TSI
NA20771	EUR	TSI
NA20772	EUR	TSI
NA20773	EUR	TSI
NA20774	EUR	TSI
NA20775	EUR	TSI
NA20778	EUR	TSI
NA20783	EUR	TSI
NA20785	EUR	TSI
NA20786	EUR	TSI
NA20787	EUR	TSI
NA20790	EUR	TSI
NA20792	EUR	TSI
NA20795	EUR	TSI
NA20796	EUR	TSI
NA20797	EUR	TSI
NA20798	EUR	TSI
NA20799	EUR	TSI
NA20800	EUR	TSI
NA20801	EUR	TSI
NA20802	EUR	TSI
NA20803	EUR	TSI
NA20804	EUR	TSI
NA20805	EUR	TSI
NA20806	EUR	TSI
NA20807	EUR	TSI
NA20808	EUR	TSI
NA20809	EUR	TSI
NA20810	EUR	TSI
NA20811	EUR	TSI
NA20812	EUR	TSI
NA20813	EUR	TSI
NA20814	EUR	TSI
NA20815	EUR	TSI
NA20816	EUR	TSI
NA20818	EUR	TSI
NA20819	EUR	TSI
NA20821	EUR	TSI
NA20822	EUR	TSI
NA20826	EUR	TSI
NA20827	EUR	TSI
NA20828	EUR	TSI
NA20829	EUR	TSI
NA20831	EUR	TSI
NA20832	EUR	TSI
NA20845	SAS	GIH
NA20846	SAS	GIH
NA20847	SAS	GIH
NA20849	SAS	GIH
NA20850	SAS	GIH
NA20851	SAS	GIH
NA20852	SAS	GIH
NA20853	SAS	GIH
NA20854	SAS	GIH
NA20856	SAS	GIH
NA20858	SAS	GIH
NA20859	SAS	GIH
NA20861	SAS	GIH
NA20862	SAS	GIH
NA20863	SAS	GIH
NA20864	SAS	GIH
NA20866	SAS	GIH
NA20867	SAS	GIH
NA20868	SAS	GIH
NA20869	SAS	GIH
NA20870	SAS	GIH
NA20871	SAS	GIH
NA20872	SAS	GIH
NA20873	SAS	GIH
NA20874	SAS	GIH
NA20875	SAS	GIH
NA20876	SAS	GIH
NA20877	SAS	GIH
NA20878	SAS	GIH
NA20879	SAS	GIH
NA20881	SAS	GIH
NA20882	SAS	GIH
NA20883	SAS	GIH
NA20884	SAS	GIH
NA20885	SAS	GIH
NA20886	SAS	GIH
NA20887	SAS	GIH
NA20888	SAS	GIH
NA20889	SAS	GIH
NA20890	SAS	GIH
NA20891	SAS	GIH
NA20892	SAS	GIH
NA20893	SAS	GIH
NA20894	SAS	GIH
NA20895	SAS	GIH
NA20896	SAS	GIH
NA20897	SAS	GIH
NA20898	SAS	GIH
NA20899	SAS	GIH
NA20900	SAS	GIH
NA20901	SAS	GIH
NA20902	SAS	GIH
NA20903	SAS	GIH
NA20904	SAS	GIH
NA20905	SAS	GIH
NA20906	SAS	GIH
NA20907	SAS	GIH
NA20908	SAS	GIH
NA20909	SAS	GIH
NA20910	SAS	GIH
NA20911	SAS	GIH
NA21086	SAS	GIH
NA21087	SAS	GIH
NA21088	SAS	GIH
NA21089	SAS	GIH
NA21090	SAS	GIH
NA21091	SAS	GIH
NA21092	SAS	GIH
NA21093	SAS	GIH
NA21094	SAS	GIH
NA21095	SAS	GIH
NA21097	SAS	GIH
NA21098	SAS	GIH
NA21099	SAS	GIH
NA21100	SAS	GIH
NA21101	SAS	GIH
NA21102	SAS	GIH
NA21103	SAS	GIH
NA21104	SAS	GIH
NA21105	SAS	GIH
NA21106	SAS	GIH
NA21107	SAS	GIH
NA21108	SAS	GIH
NA21109	SAS	GIH
NA21110	SAS	GIH
NA21111	SAS	GIH
NA21112	SAS	GIH
NA21113	SAS	GIH
NA21114	SAS	GIH
NA21115	SAS	GIH
NA21116	SAS	GIH
NA21117	SAS	GIH
NA21118	SAS	GIH
NA21119	SAS	GIH
NA21120	SAS	GIH
NA21121	SAS	GIH
NA21122	SAS	GIH
NA21123	SAS	GIH
NA21124	SAS	GIH
NA21125	SAS	GIH
NA21126	SAS	GIH
NA21127	SAS	GIH
NA21128	SAS	GIH
NA21129	SAS	GIH
NA21130	SAS	GIH
NA21133	SAS	GIH
NA21134	SAS	GIH
NA21135	SAS	GIH
NA21137	SAS	GIH
NA21141	SAS	GIH
NA21142	SAS	GIH
NA21143	SAS	GIH
NA21144	SAS	GIH
